project__name,tw_size,tw_quantity,tw_with_pc_percentage,tw_improves_cr_quantity,tw_equal_cr_quantity,tw_improves_ipe_quantity,tw_equal_ipe_quantity,tw_worsen_ipe_quantity,cr_improvement_percentage_min,cr_improvement_percentage_mean,cr_improvement_percentage_std,cr_improvement_percentage_max,ipe_improvement_percentage_min,ipe_improvement_percentage_mean,ipe_improvement_percentage_std,ipe_improvement_percentage_max
pai,7,76,21.05,8,8,14,1,1,0.00,106.25,156.92,500.00,-29.41,95.08,162.40,660.00
pai,14,38,31.58,10,2,12,0,0,0.00,187.50,178.54,500.00,15.07,110.74,111.84,357.14
pai,28,19,42.11,8,0,8,0,0,100.00,393.75,321.20,900.00,26.40,113.45,95.17,297.06
pai,60,9,44.44,4,0,4,0,0,650.00,812.50,201.56,1100.00,14.09,118.10,155.09,345.12
pai,90,6,50.00,3,0,3,0,0,650.00,1150.00,739.93,2000.00,10.91,69.75,63.04,136.28
SLM-Lab,7,82,2.44,1,1,2,0,0,0.00,100.00,141.42,200.00,28.57,51.79,32.83,75.00
SLM-Lab,14,41,4.88,1,1,2,0,0,0.00,100.00,141.42,200.00,12.50,22.29,13.85,32.08
SLM-Lab,28,21,9.52,1,1,2,0,0,0.00,150.00,212.13,300.00,41.18,64.34,32.75,87.50
SLM-Lab,60,10,20.00,1,1,2,0,0,0.00,150.00,212.13,300.00,217.65,330.26,159.25,442.86
SLM-Lab,90,7,28.57,1,1,2,0,0,0.00,150.00,212.13,300.00,341.18,392.02,71.90,442.86
oss-review-toolkit,7,82,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oss-review-toolkit,14,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oss-review-toolkit,28,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oss-review-toolkit,60,10,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oss-review-toolkit,90,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
amazon-vpc-cni-k8s,7,79,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
amazon-vpc-cni-k8s,14,40,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
amazon-vpc-cni-k8s,28,20,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
amazon-vpc-cni-k8s,60,10,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
amazon-vpc-cni-k8s,90,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
obs-studio-node,7,81,12.35,6,4,8,2,0,0.00,178.33,194.06,500.00,0.00,38.75,31.32,100.00
obs-studio-node,14,41,24.39,6,4,9,1,0,0.00,181.67,195.39,500.00,0.00,96.79,108.32,385.71
obs-studio-node,28,21,38.10,7,1,8,0,0,0.00,227.08,193.12,600.00,16.67,117.96,77.48,217.65
obs-studio-node,60,10,50.00,4,1,5,0,0,0.00,390.00,418.93,1100.00,13.56,61.32,56.42,131.93
obs-studio-node,90,7,57.14,3,1,4,0,0,0.00,350.00,341.57,800.00,8.28,160.18,262.00,552.22
streamlabs-obs,7,84,4.76,1,3,4,0,0,0.00,50.00,100.00,200.00,40.89,168.20,131.42,328.57
streamlabs-obs,14,42,9.52,1,3,4,0,0,0.00,50.00,100.00,200.00,22.26,132.41,170.58,383.33
streamlabs-obs,28,21,9.52,2,0,2,0,0,100.00,200.00,141.42,300.00,13.41,61.17,67.54,108.93
streamlabs-obs,60,10,10.00,1,0,1,0,0,600.00,600.00,0.00,600.00,100.86,100.86,0.00,100.86
streamlabs-obs,90,7,14.29,1,0,1,0,0,600.00,600.00,0.00,600.00,49.25,49.25,0.00,49.25
brave-core,7,61,18.03,8,3,11,0,0,0.00,368.18,475.07,1600.00,17.64,51.42,33.96,113.08
brave-core,14,31,22.58,6,1,7,0,0,0.00,566.67,666.67,2000.00,7.14,67.55,70.94,210.62
brave-core,28,16,31.25,3,2,5,0,0,0.00,786.67,948.27,2300.00,40.70,97.78,71.90,218.82
brave-core,60,8,37.50,2,1,3,0,0,0.00,1050.00,1194.78,2350.00,12.20,309.25,511.60,900.00
brave-core,90,5,60.00,2,1,3,0,0,0.00,1122.22,1335.97,2600.00,17.93,171.82,149.97,317.54
Hadoken,7,81,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hadoken,14,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hadoken,28,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hadoken,60,10,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hadoken,90,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unlock,7,45,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unlock,14,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unlock,28,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unlock,60,6,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
unlock,90,4,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mymove,7,72,90.28,60,5,60,3,2,0.00,286.41,193.44,800.00,-21.62,67.65,92.03,640.00
mymove,14,36,100.00,36,0,35,0,1,100.00,528.94,313.80,1550.00,-10.06,65.32,49.70,180.65
mymove,28,18,100.00,18,0,18,0,0,450.00,1011.57,332.35,1733.33,10.83,61.02,36.94,133.62
mymove,60,9,100.00,9,0,9,0,0,750.00,1733.33,703.80,2666.67,19.56,62.44,35.68,134.99
mymove,90,6,100.00,6,0,6,0,0,1425.00,2398.61,694.33,3400.00,43.01,61.96,12.96,81.76
java-tron,7,75,52.00,29,10,37,0,2,0.00,166.67,215.31,1000.00,-7.89,153.19,347.83,2200.00
java-tron,14,38,71.05,21,6,27,0,0,0.00,250.62,293.97,1100.00,2.12,126.94,162.94,800.00
java-tron,28,19,89.47,15,2,17,0,0,0.00,445.10,484.44,1700.00,8.82,80.62,65.92,229.90
java-tron,60,9,100.00,9,0,9,0,0,50.00,774.07,663.64,1700.00,18.90,143.70,86.84,301.97
java-tron,90,6,100.00,6,0,6,0,0,200.00,1011.11,824.06,2050.00,35.67,98.40,71.25,208.90
PySimpleGUI,7,42,2.38,0,1,1,0,0,0.00,0.00,0.00,0.00,66.67,66.67,0.00,66.67
PySimpleGUI,14,21,4.76,0,1,1,0,0,0.00,0.00,0.00,0.00,29.17,29.17,0.00,29.17
PySimpleGUI,28,11,9.09,0,1,1,0,0,0.00,0.00,0.00,0.00,156.25,156.25,0.00,156.25
PySimpleGUI,60,5,20.00,0,1,1,0,0,0.00,0.00,0.00,0.00,583.33,583.33,0.00,583.33
PySimpleGUI,90,4,25.00,0,1,1,0,0,0.00,0.00,0.00,0.00,29.45,29.45,0.00,29.45
Zilliqa,7,74,58.11,28,15,39,2,2,0.00,142.25,161.23,600.00,-28.77,149.51,426.29,2500.00
Zilliqa,14,37,75.68,23,5,27,0,1,0.00,233.04,222.20,700.00,-0.87,56.41,44.23,168.25
Zilliqa,28,19,89.47,17,0,15,0,2,50.00,401.47,403.93,1500.00,-27.14,93.28,97.14,333.33
Zilliqa,60,9,100.00,9,0,8,0,1,200.00,657.41,560.39,1600.00,-1.39,63.36,54.80,158.93
Zilliqa,90,6,100.00,6,0,5,0,1,300.00,893.06,639.37,1700.00,-4.89,74.59,72.14,193.37
first-html-tag-lab-v-000,7,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
first-html-tag-lab-v-000,14,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
first-html-tag-lab-v-000,28,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
first-html-tag-lab-v-000,60,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
first-html-tag-lab-v-000,90,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
android-app,7,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
android-app,14,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
android-app,28,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
android-app,60,6,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
android-app,90,4,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
buildhub2,7,53,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
buildhub2,14,27,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
buildhub2,28,14,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
buildhub2,60,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
buildhub2,90,5,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tsukuyomi,7,47,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tsukuyomi,14,24,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tsukuyomi,28,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tsukuyomi,60,6,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tsukuyomi,90,4,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
insolar,7,46,82.61,33,5,36,1,1,0.00,300.88,254.54,1200.00,-26.83,87.21,94.91,420.00
insolar,14,23,95.65,20,2,22,0,0,0.00,541.67,431.25,1800.00,2.90,77.79,84.67,368.42
insolar,28,12,100.00,12,0,12,0,0,100.00,897.22,606.52,2400.00,7.83,83.60,60.19,213.14
insolar,60,6,100.00,6,0,6,0,0,766.67,1316.67,643.71,2333.33,27.71,53.92,22.28,80.55
insolar,90,4,100.00,4,0,4,0,0,1133.33,1983.33,972.11,2850.00,38.72,55.62,17.17,72.68
js-vs-ds,7,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
js-vs-ds,14,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
js-vs-ds,28,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
js-vs-ds,60,5,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
js-vs-ds,90,4,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
debugging-with-pry-online-web-prework,7,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
debugging-with-pry-online-web-prework,14,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
debugging-with-pry-online-web-prework,28,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
debugging-with-pry-online-web-prework,60,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
debugging-with-pry-online-web-prework,90,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oo-counting-sentences-online-web-sp-000,7,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oo-counting-sentences-online-web-sp-000,14,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oo-counting-sentences-online-web-sp-000,28,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oo-counting-sentences-online-web-sp-000,60,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
oo-counting-sentences-online-web-sp-000,90,0,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
discord-project,7,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
discord-project,14,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
discord-project,28,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
discord-project,60,3,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
discord-project,90,2,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
flors-carolina,7,26,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
flors-carolina,14,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
flors-carolina,28,7,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
flors-carolina,60,3,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
flors-carolina,90,2,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mlpiper,7,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mlpiper,14,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mlpiper,28,4,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mlpiper,60,2,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
mlpiper,90,2,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
